tag,dag,run_id,task_id,duration_s,start_date,end_date
V1_rep4,dag_ingestao_bronze,perf_V1_rep4_dag_ingestao_bronze_1784660668,ingerir_json_para_iceberg_bronze,4.963252,2026-07-21T19:04:46.835125+00:00,2026-07-21T19:04:51.798377+00:00
V1_rep4,dag_ingestao_bronze,perf_V1_rep4_dag_ingestao_bronze_1784660668,verificar_bucket_landing,0.447466,2026-07-21T19:04:45.794350+00:00,2026-07-21T19:04:46.241816+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_paf,10.100072,2026-07-21T19:07:21.136088+00:00,2026-07-21T19:07:31.236160+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_relt_intel,10.050274,2026-07-21T19:07:32.258305+00:00,2026-07-21T19:07:42.308579+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_pessoal,10.082467,2026-07-21T19:06:36.889937+00:00,2026-07-21T19:06:46.972404+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_sensor,9.999991,2026-07-21T19:07:43.471148+00:00,2026-07-21T19:07:53.471139+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_gps,10.566912,2026-07-21T19:07:53.935047+00:00,2026-07-21T19:08:04.501959+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_material,10.017211,2026-07-21T19:06:47.928031+00:00,2026-07-21T19:06:57.945242+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_seg_area,9.989783,2026-07-21T19:06:58.812593+00:00,2026-07-21T19:07:08.802376+00:00
V1_rep4,dag_silver_transform,perf_V1_rep4_dag_silver_transform_1784660697,silver_obstaculo,10.089457,2026-07-21T19:07:10.001417+00:00,2026-07-21T19:07:20.090874+00:00
V1_rep4,dag_gold_refresh,perf_V1_rep4_dag_gold_refresh_1784660890,gold_ppcot,14.533985,2026-07-21T19:09:37.263102+00:00,2026-07-21T19:09:51.797087+00:00
V1_rep4,dag_gold_refresh,perf_V1_rep4_dag_gold_refresh_1784660890,gold_coc,13.045602,2026-07-21T19:09:09.942362+00:00,2026-07-21T19:09:22.987964+00:00
V1_rep4,dag_gold_refresh,perf_V1_rep4_dag_gold_refresh_1784660890,gold_pitcic,12.542451,2026-07-21T19:09:24.146585+00:00,2026-07-21T19:09:36.689036+00:00
V1_rep4,dag_gold_refresh,perf_V1_rep4_dag_gold_refresh_1784660890,gold_avaliacao,12.495612,2026-07-21T19:09:52.381242+00:00,2026-07-21T19:10:04.876854+00:00
V1_rep5,dag_ingestao_bronze,perf_V1_rep5_dag_ingestao_bronze_1784661095,ingerir_json_para_iceberg_bronze,4.950666,2026-07-21T19:11:53.531987+00:00,2026-07-21T19:11:58.482653+00:00
V1_rep5,dag_ingestao_bronze,perf_V1_rep5_dag_ingestao_bronze_1784661095,verificar_bucket_landing,0.471955,2026-07-21T19:11:52.504127+00:00,2026-07-21T19:11:52.976082+00:00
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_paf,10.586143,2026-07-21T19:14:27.886863+00:00,2026-07-21T19:14:38.473006+00:00
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_relt_intel,10.142712,2026-07-21T19:14:38.971958+00:00,2026-07-21T19:14:49.114670+00:00
V1_rep5,dag_silver_transform,perf_V1_rep5_dag_silver_transform_1784661123,silver_pessoal,10.523084,2026-07-21T19:13:44.544491+00:00,2026-07-21T19:13:55.067575+00:00
